20230826	서울대학교대학원	16	154	83	776
20230826	한국과학기술원	33	148	252	694
20230826	포항공과대학교대학원	14	65	82	430
20230826	연세대학교대학원	10	58	35	216
20230826	울산과학기술원	1	61	56	183
20230826	광주과학기술원	3	29	50	160
20230826	고려대학교대학원	7	41	20	91
20230826	한양대학교대학원	9	29	19	96
20230826	대구경북과학기술원	5	22	34	101
20230826	성균관대학교대학원	5	29	10	46
20230826	경북대학교대학원	3	19	8	45
20230826	부산대학교대학원	4	16	6	43
20230826	과학기술연합대학원대학교	1	7	1	21
20230826	전남대학교대학원	1	7	5	19
20230826	한국과학기술연구원	2	6	15	20
20230826	서울대학교 융합과학기술대학원	0	1	5	23
20230826	(주)티맥스에이아이연구소	0	0	12	23
20230826	충남대학교대학원	2	5	3	18
20230826	중앙대학교대학원	1	14	4	8
20230826	한양대학교공학기술연구소	3	4	0	18
20230826	서울대학교 기초과학연구원	0	0	6	19
20230826	Tmax R&D Center (주)티맥스오피스 연구소	0	0	0	18
20230826	건국대학교대학원	1	5	2	13
20230826	아주대학교대학원	2	11	2	7
20230826	(주)뷰노 기업부설연구소	0	0	0	17
20230826	서강대학교대학원	0	3	1	14
20230826	한국과학기술원경영대학	0	2	6	15
20230826	성균관대학교 기계기술연구소	0	2	1	14
20230826	(주)뤼이드 기업부설연구소	0	1	0	14
20230826	(주)마키나락스 기업부설연구소	0	1	3	14
20230826	전북대학교대학원	1	4	5	11
20230826	엔씨소프트부설연구소	0	1	7	13
20230826	하이퍼커넥트 유한책임회사 기업부설연구소	0	0	0	14
20230826	(주)업스테이지 기업부설연구소	0	0	2	13
20230826	(주)티오리한국 기업부설연구소	0	0	4	13
20230826	(주)퓨리오사에이아이 기업부설연구소	1	1	3	12
20230826	고려대학교 정보통신기술연구소	1	5	1	8
20230826	포항공과대학교철강에너지소재대학원	0	0	0	13
20230826	강원대학교대학원	1	2	1	10
20230826	서울대학교병원의생명연구원	1	2	2	10
20230826	세이지리서치 연구소	0	0	2	12
20230826	연세대학교 자연과학연구원	1	1	0	11
20230826	(주)루닛 R&D CENTER	0	2	0	9
20230826	(주)마인즈앤컴퍼니 기업부설연구소	0	1	4	10
20230826	(주)크래프톤(KRAFTON, Inc.) AI Research Center	1	1	2	10
20230826	Naver R&D Center	0	1	1	10
20230826	Tmax R&D Center (주)티맥스티베로연구소	0	1	0	10
